Read ID,Poly(A) end,Adapter end,Leader end,Start end
0082471c-8b0f-4b99-8190-9f1cd2d79235,9133,5656,2,1
00e005ab-415c-4a38-8250-02e8cf53cfcb,11851,9508,2,1
070750a5-0e1d-4b34-938a-66df09038459,7237,5571,479,326
0571451c-6699-4eaa-b534-9d6eca98dc5d,13424,6110,275,274
0698d4a4-a58d-4070-9da4-6c09ecce1923,14366,4832,489,371
07e70160-c236-4ccb-b95c-430cf8e7eb8c,6959,5391,3,2
036cf816-116f-4b69-9975-694d1bd977ec,15717,12724,3644,1074
04ca9a69-a0e8-485a-a9d6-08d2e72f5b4b,7038,5119,2,1
0825f2b8-6178-45bc-8d1d-073ab2f0d02b,7218,4561,511,433
04d327dd-6030-4364-b98e-5db4c52ec0f3,15257,13024,970,543
071a92a8-ccc5-4194-9483-737f4930f779,15331,9302,962,275
075ee540-8b6c-42de-8e0b-82f6ce824da8,15102,5802,187,186
07a11a37-2445-4182-8461-8740a4b1c831,715,19,9,1
0894901b-8dc7-4571-b3b9-462efff5a1df,10764,5955,278,277
09295028-2965-4dae-87e6-98802614b199,10646,5588,824,654
0a0399b4-6a40-40ca-a16b-b36ac87e1163,8075,5165,493,302
0943f616-e665-4a6c-bac5-9136fd6edc6d,11545,4502,377,277
0b3292ed-fb45-4e86-8b86-d3b76caa6774,7588,5432,3,2
0cb0b095-0fc3-4af7-918a-7b52831bc027,211,209,166,165
0bb7ffd7-ebd4-42c8-b191-5d6a112bc28d,7375,4945,2,1
0e61703a-2a2a-405d-b7c1-6234141833f7,6506,4574,2,1
0d668a29-114c-412f-9e18-47ceaa196d44,8499,5395,1162,691
0df354b6-b8e2-452d-bb81-69bf1c40f1a0,5134,5133,3,2
11179a88-57b2-4a5c-8d65-1af85edbda9d,6934,4911,686,401
0e22166a-781b-43c3-94ae-96a31fcc8489,10992,4951,567,437
112ab4b9-c1c6-4314-9c84-7d751a508467,7378,4405,284,179
1141d6be-897d-4d3b-9ece-d8e55c864f43,5242,3921,558,401
0a33d2b3-5534-4788-a530-1bfc212848fe,14363,6620,899,399
11d745a8-dc6b-422b-9a2a-adc74456aa17,5924,5909,766,259
0f041359-b99c-4b2d-850a-ae2b73a24087,14737,6064,413,412
1380036d-08d8-4d80-8064-1636c2723685,6875,6869,675,311
13d8bb8f-3710-4967-86cf-e27983c39ae2,10466,4811,624,578
14712e1f-dd58-4ab4-baf6-477a3431e8b0,12564,5590,388,193
0d43ab0d-6929-4e60-91de-61a04fa544de,9307,5505,346,345
11520db0-b8b2-4dee-a8f2-d1f7bffc2c26,7519,4476,244,243
0eaf67e6-ecc7-45f9-9a87-c83f06aff2cf,10318,8630,772,506
1616bbb8-db3a-44b0-b68e-9388eedbf94d,16787,6268,538,432
13e29e10-496d-4118-b1cc-b9f9a6864b38,8973,6128,475,409
1341a701-b23f-4654-a1a4-ffde4d2ba32b,311,190,30,1
18ba4375-7ee1-42d2-8a39-73a8b79e6595,8065,5436,735,464
1946d50e-7f33-4ed2-a185-41df210e8b8b,5017,2747,244,173
17ffafd5-12eb-44e2-9fc3-fa40075323df,10493,4785,631,455
17d99b65-1f49-4d95-bb2d-ff169686bcbd,15052,6011,174,122
1cb0cf80-e810-4824-b3a8-654d1924f4d1,9813,3699,197,196
1eb44ef9-05c1-4e44-bf34-10cdcae2f30f,8150,4763,461,331
18e740d8-ceb8-41fe-8ccd-4375da36ca56,14854,8341,157,156
19a1c3b0-e0bf-4182-8b42-1caf47d6b913,13000,5736,90,89
17ba3410-076f-412a-a1c4-d9228e9d1552,19413,10977,511,411
1dba5944-7161-40c3-979c-e29f433fadf5,8073,5411,433,237
1cb23b47-89f3-4b79-8eda-6920babd7eeb,13963,3869,652,542
1c5d0148-121a-4f3e-a07b-ef21d3fdeae8,12387,5481,592,481
1c9e512c-7142-43da-85c0-ea681428e8c4,24720,20135,3,2
1f239bdd-a282-49ce-9c21-06b6484cddf2,9599,5969,523,386
1efdea61-f19d-4c3b-9f6d-c608046eb1bc,10122,7054,965,796
2201c490-6149-43ed-99ec-b1ee6f4cc1e6,9482,5860,500,251
23782fa2-0809-4e22-aaea-0f69a2328523,3166,3165,876,526
248b36c6-ab73-452f-bef0-5af1659e3fc1,7372,4285,3,2
24c1abef-dc4a-4a06-9b43-0bebf2cc2fbe,6379,2721,136,135
25a64fc8-0c0e-44f3-8541-41bde998903b,6906,5124,781,368
25a42af4-4718-4ad0-8128-fc673061654e,2917,2829,2,1
25d0f0a5-4940-4393-8091-7aa24c79f24b,7152,4711,3,2
2084abe3-beb7-47bb-b23d-514c7e9883af,17424,9186,754,483
25995717-1fba-44ad-bcc7-7672bee0800c,11466,5761,702,426
23ec8c29-f4a0-4852-8a13-a3a4f686dcdd,9680,4707,323,322
265d6311-81bc-488f-a32a-e3def089d2b1,8141,5471,536,409
26c3341f-6e96-45b2-bdc5-cd6b1488032e,528,484,2,1
29836bd5-0d17-43db-8976-f5b88e2fb554,9672,5598,664,505
2674e42a-ade6-4bdc-a182-6f3c637dee4e,13054,5459,226,225
27de28e2-7b2e-48a8-ba72-900ccc3821ad,7803,7120,695,307
2a1b389e-7d85-4ae0-82bd-3106c9e54c68,2898,2855,3,2
2ae15ec0-5b8b-41c8-8f49-a1bc26cf8b91,9927,4150,180,179
2d115f83-3bbc-426e-9441-3a89f63db85d,7876,4746,37,36
2a8d5a50-b437-412c-8766-58c70ac98cc8,14181,6553,729,467
29712885-9232-4fc9-94fe-5f0604936310,8386,6293,472,471
2ccadbb5-8aaa-4ea4-9e24-9b3b126e1a5d,9346,6110,993,595
2efe01e7-a309-4bb5-8971-bebf509f812b,8695,5341,413,333
2cee6ee8-2306-4376-9658-34ba5537f920,10475,7462,2,1
2b2ce54b-d3d8-419e-a310-31b695ec23bf,12389,9789,697,381
333c710a-ced5-4c2f-8a23-f37b113a69bd,9482,4900,1049,751
34744de2-2028-4e83-b59d-e6f0b73edda9,7257,4743,584,421
33036441-632a-4303-b726-c8e3406aca8d,10141,6005,376,253
2de2d250-c309-4353-8865-8fe9b5a24712,7070,4037,324,202
33c34401-ff1b-4df8-9d65-d0ce9dea064a,12548,6227,324,168
2fde6769-2781-42fe-9060-01b94ede6bc3,2924,2921,42,1
3223ee1c-7ea7-416d-a30f-29ac4ae57774,9701,4525,181,180
344d480a-95d0-4716-b683-f214cbb7b96f,8029,6037,338,242
318c8158-35e6-4b55-bd33-cdad6fc2edec,15462,10294,824,545
3580c932-d420-49aa-9e11-dc52f7b1ca5f,10475,5850,224,223
371da1ab-503c-4d0e-af15-5782d7124f3d,7494,4852,295,197
3777127c-bed0-48bc-aabc-1578a230a85b,7518,5641,577,250
3830f0c4-9b82-4f89-9775-7f785425705f,8476,5195,474,215
38f4217c-9717-41b1-8d51-741449af2600,8018,4248,562,403
366c1ba7-ef4d-42b7-a55d-26872aee6b1c,10900,7266,437,436
399b1415-c211-497d-95c1-158c5f980b80,9095,9078,541,251
37007016-ccef-4d54-80a9-99d9e4618960,8844,6712,372,176
38688900-b85d-42ed-96d5-2b96774e836c,12848,6128,1046,812
34e97640-96d3-4697-bfea-e48c8dd84b6d,7553,6283,332,331
362f9b35-5486-4428-a007-1fcde3a6d883,14629,8304,387,386
379e5576-8453-4c49-8354-443e06e9a653,9509,7617,165,164
3a177661-552d-44da-8acd-3e3cc2409035,4793,4211,352,212
3a924bbb-d8a4-4b3b-8d5f-4b92430a1cd6,9001,5231,829,581
3d32e4de-42ad-4abf-b575-688fbc397732,8325,6010,2,1
3d8679d5-7133-496a-b84c-c2a536f8ae86,7383,5710,411,200
3cc7451c-c1dc-4e4a-b0fe-f45ab4c17114,7428,4933,395,268
3e152b29-8b38-4ae2-9651-aee0c0547b15,10154,4176,178,126
3ef3e7dd-171c-4b24-8a02-e6d9a4b0cf98,6749,5922,774,222
3eb9c607-b5d1-4669-8a10-26d9c6ffa5e1,9680,5792,405,311
3ec195e9-b25c-4819-ba7f-a828cdaf0919,10182,6076,2,1
3ba5afbb-6b96-433f-8902-24388bc890d2,18692,7411,730,564
3a68299d-28d0-41ae-b356-855b95f619bc,11866,8922,329,328
3c7e801d-8a48-4eac-9f25-aee5079eb5c7,19869,11477,392,46
405f016a-53a9-4ff5-8966-1a1900d4b21c,8101,4634,385,326
3cbe6d71-9ea0-42e7-a6a6-8e09ebe72874,15719,8108,820,740
3f3ac97a-4ed6-439e-b290-2ed269f57f5c,12777,8392,729,460
40b4ed4a-fda9-4865-9e80-187444002bec,8026,5413,311,192
41e55698-f361-449b-b130-cbcc8c973e51,5538,5527,2,1
4228c027-2d5b-43ac-8f7c-1fd5c0f8a279,7509,5734,880,379
42364b7d-e837-42d4-ab8c-c32e4cf9bf4c,3009,2972,2,1
4089d431-05be-4997-935d-e1b3eac992fd,10635,5523,168,167
426efcf0-d13c-4f6f-b410-243e8162aa39,7226,4425,495,494
429b8fce-03d6-4655-bf34-06716d4aff43,8208,5175,2,1
4403dd40-3f62-4651-bbd1-ae2b435b2269,6849,4602,436,172
3f6fe3ff-e9a5-48d7-85c8-c7f60038ac50,28867,25091,2,1
4287fffb-4d8f-4dab-83c2-ccffb67905b8,6107,5900,470,338
452d032f-0fe6-425a-8e9b-1bc72cbcaf7f,14882,4718,578,526
455685a1-1e2c-4e29-8eac-81ae4fd9d080,10629,6661,919,747
48967b4b-199a-42a9-abcc-054772ab8cc6,7594,3697,356,187
48560cf8-4dde-4389-99f9-45755608cf35,10874,5058,422,421
495131a0-0960-4318-8c3d-4a334a14e11c,7684,7672,2,1
4a824665-da4f-4bb1-8cac-3553294e92fb,8512,5248,2,1
4997b9d6-9f67-484a-bc72-6998134c917e,12577,4526,284,172
46fe604d-d1be-42ee-91aa-9a7e6348fc93,11029,8482,279,278
4b0b8765-7d00-402e-b31c-3eacb201b02c,6558,4231,439,225
485662f1-241f-452f-937c-7147b40967f8,18625,16313,1916,584
49b2ebff-91cd-42e2-a4cb-eda9a6461655,10664,5689,374,240
4bb5a511-dd2d-4663-b602-fa2c1b85417f,7842,3728,483,361
4e508f29-253a-4300-8d9f-779bfdcd77d8,6981,4798,265,176
48f1e183-2eaa-4eae-845e-52c57ad627b8,11257,9225,464,245
4bc1b727-ca70-41e6-849f-b6f5bd444ff5,10561,5917,239,238
4c32a057-68a3-4251-865d-13623540f343,12545,6724,510,289
4ecf4810-ed42-4e96-ae78-43b28bbbcde2,9031,5988,1139,730
50339d54-538c-4add-9d82-dc42c541ada0,10178,5474,445,277
4fe5d179-a14f-475b-9a4b-e97907b90988,11369,3748,366,215
5231867a-80dd-4e7a-bb37-6af2e67e876c,8111,4037,546,502
50d046e6-e8f5-4ce7-ae18-01085cce6510,9752,4346,391,193
512e29fd-1a9a-42c8-96c1-af58289191c1,10004,6072,334,239
50950beb-5eee-4e5f-a688-4156419169c9,7801,4487,180,179
4f448ea9-a1bb-4da7-a54a-14fd50a97f99,7087,5421,571,415
52cec055-5906-4d1b-966f-373dacc159fe,9293,4814,258,188
5498ac22-eac0-4cef-9f17-6d8ac1c2c480,8013,5601,529,282
557f005f-b085-494d-8d4d-b8b3a7efd4e9,5726,5698,705,392
54c9cbc0-45ec-4d1d-93dc-518dc05fe6b2,9714,5371,561,440
51a36a32-c017-417d-af73-c383b1e773d9,19084,14817,786,367
56a2dcd5-9966-44f8-994b-4138d89ed944,9435,5845,238,182
582e2bad-b35f-43b3-a5ae-27643c88420e,7782,5075,366,292
5473d600-f4a5-4c63-81a7-4285123b0e01,13988,7753,379,289
583865ab-afd8-4a21-bd2e-d2b06d0f651d,7823,5146,718,541
5371e5c9-b729-453c-b5b1-b13dd6b86ead,8039,6969,710,473
5853649f-d258-4aaa-b25a-43efef98f6d8,10270,5798,383,382
57e90576-fd62-4580-ad02-11de5edaec8d,8696,6368,2,1
595af009-dbc9-4327-9ced-1dd34417c3e2,8997,7000,541,291
5973c954-c425-4cc5-86e3-be6a44d9a38f,6056,3693,359,358
5abe1c28-765d-4682-a219-50b38e19ea39,9078,6949,560,416
5849b8e3-80b9-4182-b2b4-2ac2d4c4d4d7,12687,8225,1071,974
5b26cc5c-a377-43b7-9aa4-18c6e51643f7,8277,5565,2,1
5bfd7d46-8514-486b-a8b8-77a62b348a2c,9486,5370,213,212
5af585b6-09cf-4ce0-8f15-893fd312a20f,7202,5030,452,351
5dcf428a-b403-424b-bc77-0600f3e8d659,5878,5870,2,1
5ad56937-e7e5-4ed7-bf58-d7caff7256bd,9416,7398,266,104
5cac4a88-ae01-420f-8f4c-5dda876370af,7233,4833,571,303
5b2ca065-6146-4c29-b738-95497a2f9d2e,9210,6335,245,244
5f85edeb-9547-49c9-ac6f-f38e83f4e230,7125,4064,277,276
60b0f6e6-72d7-4f05-8b3a-590e600a4070,8099,4100,453,298
5fdcfe58-2e00-4b40-9944-359451f96c91,7083,4804,663,399
5cc40046-9902-474f-97a8-93a5a6b3d73b,8617,8080,428,427
5e568257-818a-4ae7-ac0d-3fbcbf1e1031,10713,7334,678,530
61c57805-3f1f-44c0-a46b-441437291f85,7891,6047,449,323
612ea832-323d-4e85-b725-16f0f232e1d1,8757,6899,1440,759
6321cf9d-2ce1-4acc-8b9e-21b0c531617a,7144,3900,535,336
5e3caed6-54e8-4540-87dc-0918f27566cc,12346,6914,612,400
5e826a9e-f74b-4009-8a14-47e95545d560,7234,5651,462,364
600a5442-6fe0-45d2-910c-262132d26470,9218,7094,944,524
60e264cf-9298-446d-a4f2-471b30e423a1,12637,7430,790,508
6586c605-cb85-4bc7-a441-d5d4d31568c2,7631,5260,191,81
6199401e-7434-4693-8cb9-43a7ef851d55,16294,15654,9563,5874
66be643b-885c-46bd-af4a-4d78f0caa7d9,5758,3935,412,257
65ef66ea-1d22-4310-a59c-7255f5658805,10852,5697,641,528
67b33635-cee3-41bd-b83e-7452ed32fdf6,8471,6101,429,171
68661be5-8538-4ccc-bf48-fa8999ec28e5,7627,4104,416,279
6263c242-2669-488d-abff-408bce01659c,15072,8152,848,549
682aa404-b144-4f56-b650-b0851b0cb5af,12943,6043,464,360
69847000-8144-48dc-99f0-e732f489ca87,6312,6307,473,321
6acbe204-1907-4883-9658-d348374d6fae,10071,6545,1133,232
6b932472-de91-44fd-9a3b-486347fd9133,7868,5920,506,281
6adca4dc-1838-4539-b0af-b0e68b515e61,10576,6077,434,322
6c676eeb-2f6b-4f5a-b7cb-8361350ce9f2,7183,5784,700,374
64f27110-c6a1-43f3-a6c3-4a94e9e14c5b,5642,5641,21,8
68eced86-da22-479d-a601-545aa61deed0,8100,6042,677,427
6d5b615e-088b-4bda-a133-b47eafbbb7bf,10083,5062,216,215
6ca46ec9-b3aa-48df-887f-aad1ed694e17,5925,4753,292,192
6c3a9810-1cf1-4279-a20a-85150a598f8e,7714,5785,650,268
6db54344-87c5-4531-be20-973c1e09e83f,11353,5700,457,383
7057f7fa-3733-4015-b657-69e2bf151135,5795,5790,2,1
6eaca618-0a70-4760-9688-5efefac706ca,13249,4476,435,348
71e91b6b-1edc-4f0d-a0ca-218283da1d5a,10202,5855,174,173
72b7e681-5b68-44bb-a4f3-96a80b129144,7297,4423,379,242
73a327d6-162a-419a-9a91-730ee34b86f8,7738,5417,2002,370
743ddb3b-22a8-47b4-a290-0d7b32a93a49,5753,5724,2,1
733948de-f414-4184-b82c-f7ac22aeb19a,11436,5670,677,319
7434896b-d703-43be-98eb-efc5a3e5d350,10500,4707,472,207
752d7b15-1723-4836-9701-88798ee87666,8761,6026,3,2
6feac832-e7bb-43db-89d4-b30e8337d8dd,7169,5423,499,397
79829a53-14b9-43ec-bd74-e2070407f1ba,7984,5373,374,234
7a198981-165a-420c-82a7-c44390fbb6e9,6753,4276,342,232
7377972c-88f5-4616-af28-a78c9133e8cd,11502,7933,345,344
7af595e0-4924-4cc1-85cc-3c922f029580,8829,6634,633,370
7a6b2596-6aa6-4f1c-8b34-8856fa3a075d,13922,8613,612,406
7915ea96-445c-469a-90b0-b945c1bf7f5b,14415,6303,360,272
755a54d3-c2eb-4108-881e-43fbe1afb760,9538,5311,560,388
78c0f44e-8ca0-4e9d-84f6-de6277d0bd02,21215,15143,1723,855
7b0db44e-16d8-4945-bbbf-01db8c08d5b6,10856,5601,468,342
7c49ed65-b81c-48af-9d45-e7ebf6c7ff4a,7933,3840,418,351
7ab35511-d0db-4b33-8ddd-a64576c16df1,21915,18295,1108,471
7c446ea1-1889-4928-a423-831c5499b198,14276,9205,531,184
7e302b4e-0460-49a4-a702-102dad5f39f1,10550,5381,646,474
7e810a76-4439-4340-bc30-f0d6b6939eef,8110,5467,40,39
7f4ad15d-336b-42bc-b472-b82206c7356a,7182,5310,2,1
7cd3afce-ef49-498b-814b-ac09a065967f,14355,4927,759,539
7f69a1ee-89a8-41db-b1fb-879f0548f77a,8534,4647,131,130
7bf9fc93-eb63-4c11-8082-c32912012d6d,12159,6521,2,1
8280d6ae-5970-4c0b-a05c-a3ddd31d3798,6660,4409,406,269
7f5e5be3-b2f1-400b-8fb9-5d84a92603b8,13019,5623,859,394
82ad0f4e-2373-43f3-bb24-7839ad722560,6464,6415,745,185
827c46e0-9fd7-4e67-a4e7-63e6e6198692,13380,5374,385,250
82f51cc9-4a7d-4754-8035-16b989f49e86,9253,6188,1235,512
8352f33d-0bed-479f-935d-d81e0cffff04,7906,4721,243,165
831f5ad1-ec56-4f66-ba03-4bdeb823d164,9750,5488,615,314
8345013a-c574-4501-95d8-37ed938e8ef8,10423,5336,780,594
86ad8163-5c93-47c2-b913-b09e96eca586,7914,4806,586,343
85896a44-f84d-4af2-bd95-f18ffb7c739f,7328,5548,475,290
85471b3a-3719-438a-8558-acb1ff7c3698,9945,5877,388,215
841234e9-4a9a-4ca6-ac90-eadca144de90,8719,4572,935,729
83970b4e-2ca8-4aaa-9752-add19555078f,19555,12517,1177,649
873d9b40-4d12-41ea-b8c7-2c295aad3839,10291,5505,288,287
88754827-2a31-4588-845b-b12adf5409e5,7169,3959,518,320
8510ade4-c266-4692-88da-abd0dae404f4,8848,7559,2,1
84f56fd7-2b2b-4de6-b72b-c2044510a5d6,14080,6891,839,595
874ae3f0-32c3-4950-8540-5d638eb037d3,9569,5859,159,111
895c6f3d-c7c2-4db1-be4a-3ffff7f21ef2,7841,4962,470,183
8974f210-02ac-49cf-8839-d6a16c4529f4,11329,6124,332,222
89f1e9b4-e4cf-4ff8-b026-2722dd6ca166,8211,4295,705,590
8b4ced28-5087-4217-aeb9-bfd358843604,6443,4530,328,172
8d470a9d-d8d2-416f-8d51-65f828ac64be,7115,4539,459,294
887d52d4-4fae-4885-aad0-9f202a8b5082,13071,7591,521,442
8f29e8ff-9d47-4d70-ae14-5b27d16a251c,6627,3349,194,193
8e31ded2-8ebe-41ef-a88c-c78381a755f2,9754,5258,404,191
8abbee19-999f-4e4e-b1bb-900d565ea41c,15298,6354,693,224
8f853424-77ea-4808-b8ed-abd5a9e2d389,8489,5950,499,331
904d568a-af23-4b71-8933-b61ee1772886,7328,5085,2,1
8e9abae3-dad8-4f0e-a021-6a0ebf66760d,9139,6180,829,571
8c20cbf3-cee7-49b2-b0ff-b6f86702708b,11670,4652,507,403
8a5fa010-b70d-4c51-ba9e-0abf35e9efdc,6289,5259,785,474
8b630faf-7a3d-42ba-8c12-10abe3c024e3,20274,14597,1708,755
8cd510f4-b587-43d7-8623-3832177e2fdb,13882,6571,333,332
905d2daf-df92-4111-a5fa-30ed721ba561,11567,4635,745,610
90a3a3e4-5e14-43b0-9c94-ff6e9b736974,5459,3971,585,511
9206e7f4-91e7-4110-bb2d-d55f04c29838,6464,3985,468,312
928f754a-fb62-4aad-b8fd-ff48af9fdd4c,6771,5408,314,127
8f724915-b107-4865-a17b-cfffbb91a62c,11601,10925,711,420
9197bc54-97ac-4210-a1a8-fbc56f9f0d27,12109,7962,872,357
92edbe6f-8f9c-49b0-83f5-7d4c81c2f336,8272,5536,385,223
8d8dda55-dd7a-4858-b718-9e5432f384d8,19371,19365,1955,983
92feda3c-5907-4d9b-8c3a-9e4baefac016,7843,5264,2,1
91d37d3b-6bc9-48a7-8fab-61b0cf34c8a3,11742,8478,2,1
942fb7a4-b72d-4ee4-8afd-ca688d629eee,9080,5244,308,196
94adfeb1-d12a-4937-b821-48be93a36a02,7817,5095,386,348
954615d5-5b4c-4b09-8ff3-ee1d1db0d0de,8502,5538,787,438
99f128e7-12a7-4f23-95aa-f6f9289681f4,7506,3786,427,298
94aba011-72ce-444f-9cc1-95059eddf3cb,7752,5784,472,353
96e3f812-f0de-4d36-a63b-57f9ca6ffd24,10445,5878,519,324
952a7f05-a573-4c69-a750-964b72a3cc62,6800,5034,671,307
98f213f3-85c7-4320-a6bc-68c99cbc47e6,9645,5924,629,418
95881902-3e21-460c-ba7d-702643490a6c,8786,7877,1033,615
9abd29bc-7d9f-471b-8fce-4122c252b7cb,7683,5906,954,244
9613f305-a62d-4603-b3d3-f628ed1f5434,13673,5732,577,494
9668bdfa-cf26-4d0b-8188-6ca912531436,9897,7011,683,586
95d3b8fc-10b4-4751-8bda-fd89d73c9ac3,15523,7440,438,383
978174d6-18d0-41da-98a6-fafed88d4219,15023,8598,1044,483
9c74fc36-19ad-468b-a46d-71ec2fe92184,6044,6043,785,356
9bcd019d-f081-4112-8cfc-4133dffcaf58,7518,5783,245,151
9f8d9392-19b4-4e45-a5b7-e8929e8f5a8a,7383,4397,649,304
9e9d5e70-d7f7-4b9a-af7d-eadbb69b8802,13026,5967,732,404
9ed05196-c4d0-407e-9359-f25ac648a18e,13012,4913,702,406
9f09857b-7a93-4125-a4a4-73aba677052b,9556,7621,2908,335
9f8a295d-8c8f-4709-9750-80cbdfb40692,8487,7140,2,1
9cbb0331-3fac-4dea-aa56-61cc524b6929,17043,8478,741,436
9f4b3c61-f060-4eee-9f5c-07672e54daea,8853,7322,2,1
a2a22742-1c9d-40eb-bada-d3741a3798cf,5248,2642,184,130
a15218c3-ad8d-4638-be61-817b5a437fc1,13909,5085,371,301
a338cd23-8b05-4d52-9724-5ec0150835da,7538,4989,708,422
a40ac702-5386-4a80-a191-ca2319093b42,10264,5948,2,1
a0e8e46d-1444-4995-99ae-773c6c123520,10661,5377,2,1
a19ec5b0-5bf7-401d-8e13-e92650d99a12,8154,7076,755,415
a68a807e-0228-487f-8350-7a7194cb14df,9680,4964,445,444
a7d2499d-cbee-414c-b48a-cc9e9875b6d8,9808,4872,326,249
9ee522de-b4fb-48f8-b0dc-26ac2b0834c8,17393,12953,2,1
a7922ba8-71ba-410b-8cf6-9c073bd6e6d5,10470,6177,2,1
aa510488-c2ca-4c14-853d-605c2572b4ca,7475,5171,118,117
aa448352-645d-4e50-81fb-af5013265971,9885,6146,364,363
a3fbd3ab-2464-4df7-84c1-26781d257250,18125,8845,363,286
aaddedea-95f4-478b-9777-57ae350118e5,7430,6038,724,295
a846576e-06a4-4248-b9ee-8edf150f0597,9450,4988,711,476
afb7a6cc-a1ba-4491-8c9e-061fdc9731ae,7920,3856,179,96
b0170ddd-3a30-44e0-a66c-1aebf685f697,8204,4769,332,242
ad104da7-5399-493e-83c0-5167446346b6,8466,5762,3,2
a987570f-a1dd-4b4d-9f7b-e98621ea723c,4567,3434,2,1
b27c02fe-3d65-4752-8c2a-799602eacc1c,8757,4606,264,127
b2a9a9c8-a49f-4ad0-b3d4-04171c0762a7,9947,5575,997,724
b17d713e-3070-43ba-9b0a-a2d6cc9d91df,6880,5846,396,395
b6e4f53e-14f2-42f2-8ed6-1e09a4648220,7074,4150,574,367
b33d67d7-418a-4178-a4c1-dfb81cbd5fa4,10907,6989,659,342
ad8da3d2-074a-4629-bd3b-02ea7b1c9c90,17808,8563,951,589
b6f75553-8de4-42b1-be2f-b0c79697396b,10783,5571,583,395
b532bd63-42d2-40fe-8706-07218edef2e9,10621,8230,616,227
b4db05ce-936a-4b5e-bc50-938449855465,13440,12648,2,1
ba5b7a47-db42-40a6-956a-1cd445b8a350,7815,5975,2,1
bbf63842-f1dc-4941-9d78-8749897f2522,11954,4883,182,181
ba1e671f-bb04-45f3-9a32-643866250637,9564,7210,936,756
b548bea2-e6e2-4e61-817b-e36eb03eaf03,9714,7343,562,372
bd29a16c-8c12-4d6b-bc43-c9c03400eb22,6763,4473,2,1
b90b3efb-97fe-4ca1-8a8b-90b9f2ef5468,10259,6216,56,55
bde56c90-b5f3-4ac4-ac82-b79696759d4c,8529,5478,458,306
bcc10bcf-d724-4fd0-890f-21f61944b88a,15045,5373,330,329
be353ad0-12f8-414c-9e63-b34c9dbd7a13,6679,4877,2,1
c09a0426-2d57-4aa5-9223-5525d3b3452e,7897,5629,756,459
bbdd2967-36b9-4348-b1a7-536fc3765df9,11831,6603,682,526
be361251-4986-4d17-a91a-2fdf7572e643,10984,5991,1218,931
bf1c7dfe-2f9a-4d81-9c1a-63d48275271a,11417,4524,553,408
bc818692-23fb-4e98-98c5-47faa904bab5,6193,3095,416,272
c5893683-396f-423b-95b2-dda45e22f276,8792,5529,501,287
c6022fcd-6cca-4dac-8bf3-f6c214759cd2,8466,5641,596,393
c47de3d9-544f-4718-85f1-8a980ff3371f,5865,4209,311,204
c2447bb9-e2fa-4261-994b-18d6a3ef86b3,6180,5007,404,403
c6eb1916-1331-4d2a-8d5b-cc5fac748765,7542,5621,2,1
c35bda16-3853-45a5-962f-bf901d4bfef5,10199,7178,311,310
c1d803dd-4b9f-4ff5-8047-a4ae57dc9131,26641,21705,12079,6015
c7eed753-c24a-4ba4-a981-c16a64617939,9579,5818,412,209
c9742d05-482b-482c-a8c7-2ea8ac4470f1,8493,5923,2,1
c9e4aefd-5f05-4647-961f-6b6255a96263,9988,6378,415,207
ca21f964-b85e-43f0-b249-af9f002a6f2f,11557,5673,411,238
c71e03ac-e2a6-45f0-ad59-c6e736253f8d,8847,5979,2,1
c46ddb40-e8bb-4ed2-900c-e9e902c577e4,16496,6536,277,111
c73e14cf-4862-46f4-9a50-ad8ff1d933b9,11477,8871,508,228
ca3e1334-f2e8-45cc-aaaf-877a30e6b6b7,11302,4951,49,48
cbaec624-7ad6-40e7-9ac3-6ba9cfbcc2fd,10833,5725,589,420
cc56fb8d-eaf8-40bd-9231-750048ffb9ca,7771,4250,506,505
cc13dc93-8621-4509-bc73-0e972175ac1c,8017,5572,2,1
ca4db63c-686e-4ea4-9810-9bcfc20fdf96,6046,4931,289,149
d00375eb-3528-4ed6-abcd-8ceeb1532420,7721,5390,1122,674
cbdf3ee2-ec76-469c-81fd-897007187ceb,15280,10086,1215,421
cb72b765-6edd-4548-a550-3a46807f50f8,13373,8927,760,481
cecbce00-4292-497f-836b-e3126b59a810,5757,3772,444,376
ccfa09cb-e612-4a8e-99df-86c15c036a8c,19667,16158,351,267
d0be9ec7-eff0-468c-8ba0-65f2d10eeb52,10165,7146,805,324
cf2ee4d5-da3e-407b-9bdd-24df47c34299,7400,4132,459,289
cddea452-dd8d-46ed-90c4-3119d80f68ce,11441,8686,599,598
d078eb12-d490-4085-9614-63585c131584,7450,5012,233,232
d3305417-f1a4-432b-82ab-40cbcda70173,9734,6916,2,1
d3066ce9-50dc-41f1-87c2-c08bf03c5eee,7985,5463,451,332
d143285d-f646-43fc-bcd9-ec91c021f47b,9909,6456,307,261
d42b1eda-2769-422e-a504-486b6155f220,6866,5733,1056,473
ceef0fe2-3e4c-4bfd-b1dd-99bfaf3bb5b6,12405,8800,964,963
d493c77f-2424-4563-8631-c9bd882e25af,10182,6029,141,140
d3d209c8-05fa-4225-b6f3-844796742b0b,10252,4338,393,191
d40c03b8-2408-48c9-b4d7-d6933c50e8ca,11085,5577,3,2
d3319706-5c72-4d4e-9ec9-72cb1753b04f,9751,8524,489,314
d6c286f3-9133-4227-9de5-c07c1c2d11fb,5050,4685,3,2
d586d155-a3e8-4d56-8222-a69dcb911c38,10475,7697,2,1
