Read ID,Poly(A) end,Adapter end,Leader end,Start end
c60602e6-d0c6-4ebf-b349-5e9b499f88f6,10112,4410,289,154
cdc12171-873a-4e49-a0fb-370235064b53,7896,4413,488,291
ce943c97-8139-4240-8e28-64958a09312d,7949,5596,377,225
d058a536-7c4f-4e07-bb33-af96a4ea2ff2,9344,6974,369,208
d15c1f02-a25b-4ca7-8675-8ee6bf0dd31f,6601,6059,586,294
d2ed4811-5ed6-4aa7-a34c-b8950ceb3797,7825,4816,3,2
cdb9b294-fd52-4a77-8adf-412f04c5729c,11455,7664,2,1
d266ee71-fffc-40ff-92ad-4de63b6e358c,10435,8485,1016,705
d37a3006-927d-4331-934f-a450f313dc2c,14383,9519,3,2
ce5f24e0-c83b-4974-ac0d-a4bd734f3981,15306,10208,602,382
d555e4bd-8d93-4106-a2ce-7daf5c3f3cca,11298,5490,175,136
cdc13257-8f4c-49ad-bd88-f49f97d0c105,27017,20451,1833,1133
d6bad492-1873-4e9e-91ad-6cac2b86f313,7020,5182,384,383
d76b414a-6b49-47a5-bc55-caf9392600a3,7932,5278,671,363
d82dc74a-8f96-4932-95f9-97435306cfa7,6413,6407,497,300
d8754a95-9575-4483-a10e-30be81fa0927,4316,1767,7,6
d85208a3-7121-4a10-9116-b678c40c03af,5307,5269,2,1
d96858d0-6b14-4599-ac4b-bb15a25bafb2,7979,4360,455,380
d3d22764-83c5-46c1-8b9a-8fe2f105891c,13746,7852,581,278
d6150a89-dc46-4476-843e-4a1ae3800cec,9033,5494,3,1
d3d33edf-f19e-42f6-86e0-a7010c132e9c,17680,9342,854,502
d945d3f1-9830-4739-8f89-a34fae03407a,9589,6358,339,338
d9172ce1-6ca9-438d-99cd-161cc8e43a42,8476,5260,345,236
dbafe81c-6e16-4e9c-860a-ef73d3a8659c,7465,5981,2,1
dcf2fb20-b231-47fe-89b1-81dbce95330a,6697,4943,536,223
dabd1e6d-cfc6-4f5a-ac21-3d5229ac9f5e,5722,4481,459,344
dcac007a-0a5c-4b37-982a-66ce978539d8,14895,5199,675,342
ddb63c87-c9de-41b3-8cae-d67739d0b8b4,9732,5898,2,1
dd5c4f5a-f0af-4f3b-ba6c-ee44b63fdf2f,14097,4885,545,364
db817e6d-addc-4524-90ff-9445804e4b48,14464,14437,1162,709
ddf5e6f5-5fd0-4715-a005-ba110a193619,7307,5079,359,175
dce18998-37f2-4ece-b6c9-fcce7304324d,7482,6201,449,243
dd8f7f53-5401-493e-884d-38a966a4d12a,12059,9508,3,2
da0eb057-e817-4e8e-aa21-532b2db14612,27103,15649,2,1
e33cdb26-2b8c-48a0-9906-e8cc9ce4b471,8042,5099,700,489
ddfb19c4-d280-4bf5-b911-83a508a2a025,17725,4190,68,67
e4b1b2be-9ddd-4f2d-afce-5cff6b8ccb9e,7148,5409,321,320
e46f05ea-80cd-4bce-9eb2-b1f62959ade0,8874,6216,2,1
e443638f-9513-49be-8f14-60f170df0202,12816,4830,611,121
de49ab90-7938-46e3-9aba-ad2c043cb821,19582,16532,3776,1057
e76ea7b8-1722-4619-acf4-48f841d61deb,8030,5952,547,341
e85a10a2-a0f6-4966-8be7-7a3ec7900f2a,7385,4835,893,681
e7891934-5635-45e6-943d-656c1c163152,7009,4191,168,167
e967b1c3-44ec-4320-b873-297549108bcc,10167,5416,743,742
e7ede5c7-67dd-44ae-920c-8436912e5664,7029,4061,459,286
e9d5ef58-cdfd-482e-b65c-8e8c7a945045,9063,5423,637,267
e84be728-ae26-49bc-924c-4f9a7c67027f,12908,6462,635,360
e4c0e1b8-1086-4d9f-8504-c2f5d2df82c7,20408,10344,1242,880
ec0e06bc-7d3a-468d-bbd1-d4f3f50ee3ca,7308,3704,93,69
ead2b2c4-3478-4131-a6c5-339d19fe5c77,10985,4871,288,287
e99eb939-ffa1-4672-88da-3917de7c74f7,17281,12763,1111,826
ec80be17-803a-499b-bce5-8364397525ce,7477,4467,59,1
e9b9730e-3d8a-4e75-a34c-548ea7cef66e,13688,7446,954,659
ec72bbb8-bfc1-4d0f-bfe2-107618a26c73,9405,5765,708,238
ecc0c465-af3e-46e0-8aa6-7d1dce4cd305,6963,6938,853,461
eae37c2d-6c98-437c-9aad-758d59edd6a2,7272,5358,410,171
ec67c66b-ded7-4550-9bb1-e5e33e50ffe2,11197,6323,2,1
edc86369-0bdf-4173-8388-be9965ff51a3,12109,5593,269,268
ee0e9b4d-42bc-492d-87e5-5dbfc8b4acc8,7528,6177,2,1
ef8e49e2-13ff-49e6-9901-37bd4170bd29,7719,4689,280,279
efcf13d1-8378-4434-9663-ebdf16fd1b33,7383,5704,2,1
efa50481-4a7c-45fb-b34f-cc5f56f0758a,7298,5631,2,1
efdba512-24d4-4811-bda3-8bea1bb21da7,5994,3957,515,410
ef9b0c2d-9226-4b43-a24a-b39f73fe092a,8108,6559,718,517
f0129354-e894-4deb-a388-2497f0bdd997,10948,4958,675,442
f0a0eaed-3aee-4148-b15a-3ad112692bad,10176,5301,2,1
f286badb-9ff2-4b42-ac5e-dbf3f3601d0d,9394,4586,569,455
f286a909-bc09-4fce-9534-af28992a8536,5361,3816,424,239
f5465389-28fd-442c-8e6b-3eb6dddb1048,9664,5255,267,266
f5b7710d-e126-4ad0-ba7f-1625c4064de2,9346,5697,258,257
f7e88a73-f428-41b8-a598-689979bce39d,6480,5411,2,1
f5b5e48a-2a38-4561-b485-a7d814780aca,8689,7026,319,318
f83dc520-54b9-48e0-a658-5c82cc8ccf1e,6723,4350,448,308
f7bbb281-e8d0-48ae-9fc5-cfa336b9011d,10521,5500,14,1
f3b90ec7-673f-429b-8338-afebf1392e53,9840,8646,823,519
f5d5ccf2-fef0-4db2-96b1-bf61526a1fff,25963,12829,797,796
f61eb916-4bad-474f-be4f-1e5f0831dbbf,13364,8526,208,207
fba19e7d-4255-447e-98d1-80c5cf6a60e2,6849,4447,91,90
fb168978-27c3-452c-bcaf-571b565b6927,15235,15233,833,380
fba12b8e-6aaa-423f-85bd-854616da1c03,8964,5764,711,640
fd0ba824-c393-4d49-b20c-0825c9cb98d6,8040,5011,716,407
fa0a20bb-a2c0-4aea-abac-49165b05bebb,17969,11317,3,2
fd125d35-c992-4089-a19f-4a5612d0d1d4,7475,4953,725,449
f876ee42-7a84-41b0-b5fd-dfc088c5b87c,11805,6949,797,562
fb70aec8-1638-47ad-8feb-71ac6e14ef78,11283,9704,412,411
fb83a07a-d17e-453a-bb89-ba8e98f2ac9c,14797,6582,878,724
fb948566-8160-4251-831b-852f1941a683,14551,7127,321,320
fbdf660a-dc14-42b4-9a67-7aec5a8dfffe,12548,7381,833,700
fdb9583c-fd23-4468-ac8a-14e0dc41910d,8273,4018,613,469
fe16fdc3-f7d9-4523-b5e1-0218cb9ac65f,8622,6779,664,445
fc4ce7ae-a286-422c-beea-c739a7c79b62,15499,6226,77,76
ffb44149-1e9d-495d-b48b-8fea1e23b65b,11478,3641,547,501
ffd3484b-0702-4d4a-adf8-6a34882ef432,8802,6224,146,145
ff06a28a-1df3-4106-9f8d-b784fdf6d125,9522,6531,172,98
